complaint_id,category,from_dept,to_dept,transfer_date,resolved,days_open
20345681,Electrical,Town Planning Dept,PWD,2023-06-23,True,58
20345616,Electrical,Electrical Dept,PWD,2023-05-18,False,22
20345616,Electrical,PWD,Town Planning Dept,2023-06-09,True,44
20345597,Electrical,Electrical Dept,Municipal Corp,2023-05-22,False,26
20345597,Electrical,Municipal Corp,PWD,2023-06-17,True,52
20345576,Road Maintenance(Engg),PWD,Municipal Corp,2023-05-04,False,8
20345576,Road Maintenance(Engg),Municipal Corp,SWD Dept,2023-05-12,True,16
20345550,Electrical,Electrical Dept,PWD,2023-05-06,False,10
20345550,Electrical,PWD,Town Planning Dept,2023-05-16,True,20
20345519,Electrical,Electrical Dept,Town Planning Dept,2023-05-22,False,27
20345519,Electrical,Town Planning Dept,PWD,2023-06-18,True,54
20345475,Electrical,Electrical Dept,Town Planning Dept,2023-06-23,True,59
20345471,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-06-16,True,52
20345237,Electrical,Electrical Dept,Town Planning Dept,2023-05-21,False,27
20345237,Electrical,Town Planning Dept,Municipal Corp,2023-06-17,True,54
20345116,Road Maintenance(Engg),PWD,SWD Dept,2023-05-12,True,18
20345037,veterinary,Veterinary Dept,Municipal Corp,2023-05-21,False,27
20345037,veterinary,Municipal Corp,Health Dept,2023-06-17,True,54
20345025,Electrical,Electrical Dept,Town Planning Dept,2023-05-22,True,29
20345005,Electrical,Electrical Dept,Municipal Corp,2023-06-18,True,56
20344988,Health Dept,Health Dept,Municipal Corp,2023-05-28,True,35
20344740,Electrical,Electrical Dept,PWD,2023-05-01,True,9
20344697,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-05-20,True,28
20344638,Electrical,Electrical Dept,PWD,2023-06-11,True,51
20344571,Road Maintenance(Engg),PWD,SWD Dept,2023-05-13,False,22
20344571,Road Maintenance(Engg),SWD Dept,SWD Dept,2023-06-04,True,44
20344444,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-05-16,False,25
20344444,Solid Waste (Garbage) Related,PWD,Health Dept,2023-06-10,True,50
20344343,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-06-04,True,45
20344309,Electrical,Electrical Dept,Municipal Corp,2023-04-22,False,2
20344309,Electrical,Municipal Corp,Town Planning Dept,2023-04-24,True,4
20344243,veterinary,Veterinary Dept,Health Dept,2023-04-28,False,8
20344243,veterinary,Health Dept,Health Dept,2023-05-06,True,16
20344227,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-06-07,True,48
20344188,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-04-30,False,10
20344188,Solid Waste (Garbage) Related,PWD,Health Dept,2023-05-10,True,20
20344147,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-04-29,True,10
20344146,Electrical,Electrical Dept,Town Planning Dept,2023-05-02,False,13
20344146,Electrical,Town Planning Dept,PWD,2023-05-15,True,26
20344114,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-05-10,False,21
20344114,Solid Waste (Garbage) Related,Health Dept,PWD,2023-05-31,True,42
20343903,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-06-09,True,52
20343830,Electrical,Electrical Dept,Town Planning Dept,2023-04-28,True,10
20343745,veterinary,Veterinary Dept,Municipal Corp,2023-05-12,False,25
20343745,veterinary,Municipal Corp,Municipal Corp,2023-06-06,True,50
20343651,Electrical,Electrical Dept,Town Planning Dept,2023-04-26,False,9
20343651,Electrical,Town Planning Dept,Municipal Corp,2023-05-05,True,18
20343517,Electrical,Electrical Dept,Town Planning Dept,2023-05-01,False,15
20343517,Electrical,Town Planning Dept,Municipal Corp,2023-05-16,True,30
20343392,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-04-24,False,8
20343392,Solid Waste (Garbage) Related,Municipal Corp,PWD,2023-05-02,True,16
20343391,Road Maintenance(Engg),PWD,Town Planning Dept,2023-05-26,True,40
20343390,Road Maintenance(Engg),PWD,Town Planning Dept,2023-04-29,False,13
20343390,Road Maintenance(Engg),Town Planning Dept,SWD Dept,2023-05-12,True,26
20343349,Electrical,Electrical Dept,Town Planning Dept,2023-05-04,False,19
20343349,Electrical,Town Planning Dept,PWD,2023-05-23,True,38
20343319,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-04-29,False,14
20343319,Solid Waste (Garbage) Related,PWD,Municipal Corp,2023-05-13,True,28
20343203,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-06-07,True,53
20343144,Electrical,Electrical Dept,PWD,2023-05-08,False,24
20343144,Electrical,PWD,Town Planning Dept,2023-06-01,True,48
20343031,Electrical,Electrical Dept,Municipal Corp,2023-05-19,True,35
20342878,Electrical,Electrical Dept,PWD,2023-04-17,False,4
20342878,Electrical,PWD,Town Planning Dept,2023-04-21,True,8
20342675,Electrical,Electrical Dept,Town Planning Dept,2023-05-30,True,48
20342566,Electrical,Electrical Dept,PWD,2023-06-07,True,56
20342456,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-04-24,False,13
20342456,Solid Waste (Garbage) Related,PWD,PWD,2023-05-07,True,26
20342451,Electrical,Electrical Dept,PWD,2023-05-30,True,49
20342444,Electrical,Electrical Dept,Municipal Corp,2023-05-04,True,23
20342421,Electrical,Electrical Dept,Town Planning Dept,2023-05-05,False,24
20342421,Electrical,Town Planning Dept,PWD,2023-05-29,True,48
20342386,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-05-21,True,40
20342323,Electrical,Electrical Dept,PWD,2023-04-22,False,12
20342323,Electrical,PWD,Municipal Corp,2023-05-04,True,24
20342225,Road Maintenance(Engg),PWD,SWD Dept,2023-04-18,False,8
20342225,Road Maintenance(Engg),SWD Dept,SWD Dept,2023-04-26,True,16
20342185,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-05-16,True,36
20342146,Electrical,Electrical Dept,Town Planning Dept,2023-04-29,True,20
20342112,Electrical,Electrical Dept,PWD,2023-06-08,True,60
20342110,Electrical,Electrical Dept,Municipal Corp,2023-04-28,True,19
20342086,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-06-06,True,58
20342083,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-04-16,False,7
20342083,Solid Waste (Garbage) Related,Health Dept,Health Dept,2023-04-23,True,14
20342006,Electrical,Electrical Dept,Town Planning Dept,2023-05-26,True,48
20341859,Electrical,Electrical Dept,Municipal Corp,2023-04-30,False,22
20341859,Electrical,Municipal Corp,Town Planning Dept,2023-05-22,True,44
20341835,Electrical,Electrical Dept,PWD,2023-06-06,True,59
20341767,Electrical,Electrical Dept,PWD,2023-04-29,False,22
20341767,Electrical,PWD,PWD,2023-05-21,True,44
20341764,veterinary,Veterinary Dept,Health Dept,2023-04-25,False,18
20341764,veterinary,Health Dept,Municipal Corp,2023-05-13,True,36
20341754,Health Dept,Health Dept,Sanitation Dept,2023-04-16,False,9
20341754,Health Dept,Sanitation Dept,Sanitation Dept,2023-04-25,True,18
20341670,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-04-24,False,17
20341670,Solid Waste (Garbage) Related,PWD,Health Dept,2023-05-11,True,34
20341501,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-04-20,False,15
20341501,Solid Waste (Garbage) Related,PWD,Health Dept,2023-05-05,True,30
20341487,Road Maintenance(Engg),PWD,SWD Dept,2023-04-11,False,6
20341487,Road Maintenance(Engg),SWD Dept,SWD Dept,2023-04-17,True,12
20341457,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-04-17,False,12
20341457,Solid Waste (Garbage) Related,PWD,Health Dept,2023-04-29,True,24
20341446,Road Maintenance(Engg),PWD,Town Planning Dept,2023-05-23,True,48
20341175,Road Maintenance(Engg),PWD,Town Planning Dept,2023-04-25,False,21
20341175,Road Maintenance(Engg),Town Planning Dept,Municipal Corp,2023-05-16,True,42
20341087,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-04-25,False,22
20341087,Solid Waste (Garbage) Related,Municipal Corp,Health Dept,2023-05-17,True,44
20340982,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-04-13,False,10
20340982,Solid Waste (Garbage) Related,Municipal Corp,Municipal Corp,2023-04-23,True,20
20340962,Electrical,Electrical Dept,Municipal Corp,2023-04-17,False,14
20340962,Electrical,Municipal Corp,PWD,2023-05-01,True,28
20340949,Road Maintenance(Engg),PWD,Municipal Corp,2023-04-12,False,9
20340949,Road Maintenance(Engg),Municipal Corp,SWD Dept,2023-04-21,True,18
20340930,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-04-17,False,14
20340930,Solid Waste (Garbage) Related,Municipal Corp,Municipal Corp,2023-05-01,True,28
20340922,Electrical,Electrical Dept,Town Planning Dept,2023-04-10,False,8
20340922,Electrical,Town Planning Dept,Municipal Corp,2023-04-18,True,16
20340894,Road Maintenance(Engg),PWD,Town Planning Dept,2023-05-29,True,57
20340849,Forest,Forest Dept,Parks Dept,2023-04-30,False,28
20340849,Forest,Parks Dept,PWD,2023-05-28,True,56
20340745,Electrical,Electrical Dept,PWD,2023-04-30,False,29
20340745,Electrical,PWD,Municipal Corp,2023-05-29,True,58
20340697,Electrical,Electrical Dept,Town Planning Dept,2023-05-27,True,56
20340488,Electrical,Electrical Dept,Municipal Corp,2023-05-05,True,35
20340346,Electrical,Electrical Dept,PWD,2023-04-30,True,31
20340331,Electrical,Electrical Dept,Town Planning Dept,2023-05-28,True,59
20340169,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-04-26,False,27
20340169,Solid Waste (Garbage) Related,Municipal Corp,Municipal Corp,2023-05-23,True,54
20340151,Health Dept,Health Dept,Sanitation Dept,2023-04-19,False,20
20340151,Health Dept,Sanitation Dept,Municipal Corp,2023-05-09,True,40
20340092,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-05-17,True,49
20340062,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-04-16,True,18
20340036,Road Maintenance(Engg),PWD,SWD Dept,2023-04-27,False,29
20340036,Road Maintenance(Engg),SWD Dept,Town Planning Dept,2023-05-26,True,58
20339973,Electrical,Electrical Dept,PWD,2023-04-24,False,26
20339973,Electrical,PWD,PWD,2023-05-20,True,52
20339954,Health Dept,Health Dept,Municipal Corp,2023-04-12,False,14
20339954,Health Dept,Municipal Corp,Municipal Corp,2023-04-26,True,28
20339952,Road Maintenance(Engg),PWD,Town Planning Dept,2023-04-29,True,31
20339883,Electrical,Electrical Dept,Town Planning Dept,2023-04-27,False,30
20339883,Electrical,Town Planning Dept,Town Planning Dept,2023-05-27,True,60
20339876,Electrical,Electrical Dept,Town Planning Dept,2023-05-08,True,41
20339855,Electrical,Electrical Dept,PWD,2023-05-21,True,54
20339822,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-04-09,False,12
20339822,Solid Waste (Garbage) Related,PWD,PWD,2023-04-21,True,24
20339720,Health Dept,Health Dept,Municipal Corp,2023-04-24,False,27
20339720,Health Dept,Municipal Corp,Sanitation Dept,2023-05-21,True,54
20339569,Electrical,Electrical Dept,PWD,2023-04-18,False,22
20339569,Electrical,PWD,PWD,2023-05-10,True,44
20339427,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-05-26,True,60
20339376,Electrical,Electrical Dept,Town Planning Dept,2023-04-10,False,15
20339376,Electrical,Town Planning Dept,Town Planning Dept,2023-04-25,True,30
20339359,Road Maintenance(Engg),PWD,Town Planning Dept,2023-04-24,False,29
20339359,Road Maintenance(Engg),Town Planning Dept,Town Planning Dept,2023-05-23,True,58
20339321,Electrical,Electrical Dept,Municipal Corp,2023-04-21,True,26
20339265,Road Maintenance(Engg),PWD,SWD Dept,2023-04-07,False,12
20339265,Road Maintenance(Engg),SWD Dept,Municipal Corp,2023-04-19,True,24
20339246,Road Maintenance(Engg),PWD,SWD Dept,2023-04-16,False,21
20339246,Road Maintenance(Engg),SWD Dept,Municipal Corp,2023-05-07,True,42
20339237,Electrical,Electrical Dept,PWD,2023-04-11,False,16
20339237,Electrical,PWD,Town Planning Dept,2023-04-27,True,32
20339115,Electrical,Electrical Dept,Municipal Corp,2023-04-09,False,15
20339115,Electrical,Municipal Corp,Municipal Corp,2023-04-24,True,30
20339053,Forest,Forest Dept,PWD,2023-04-07,True,13
20338845,Electrical,Electrical Dept,PWD,2023-05-10,True,47
20338829,Health Dept,Health Dept,Sanitation Dept,2023-04-11,True,18
20338798,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-03-29,False,5
20338798,Solid Waste (Garbage) Related,Health Dept,Health Dept,2023-04-03,True,10
20338790,Electrical,Electrical Dept,Municipal Corp,2023-04-13,False,20
20338790,Electrical,Municipal Corp,Municipal Corp,2023-05-03,True,40
20338689,Road Maintenance(Engg),PWD,Town Planning Dept,2023-04-12,False,19
20338689,Road Maintenance(Engg),Town Planning Dept,Town Planning Dept,2023-05-01,True,38
20338536,Electrical,Electrical Dept,Municipal Corp,2023-04-14,False,22
20338536,Electrical,Municipal Corp,Municipal Corp,2023-05-06,True,44
20338499,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-04-04,False,12
20338499,Solid Waste (Garbage) Related,Health Dept,Health Dept,2023-04-16,True,24
20338481,Forest,Forest Dept,PWD,2023-04-08,False,16
20338481,Forest,PWD,Parks Dept,2023-04-24,True,32
20338447,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-04-30,True,38
20338301,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-03-29,True,7
20338126,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-04-20,False,30
20338126,Solid Waste (Garbage) Related,Municipal Corp,Municipal Corp,2023-05-20,True,60
20338037,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-04-20,False,30
20338037,Solid Waste (Garbage) Related,PWD,Municipal Corp,2023-05-20,True,60
20338006,Forest,Forest Dept,PWD,2023-03-27,False,6
20338006,Forest,PWD,PWD,2023-04-02,True,12
20337900,Electrical,Electrical Dept,Town Planning Dept,2023-05-01,True,42
20337839,Electrical,Electrical Dept,Town Planning Dept,2023-04-11,False,22
20337839,Electrical,Town Planning Dept,Town Planning Dept,2023-05-03,True,44
20337789,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-04-08,False,19
20337789,Solid Waste (Garbage) Related,PWD,PWD,2023-04-27,True,38
20337543,Electrical,Electrical Dept,PWD,2023-03-31,False,13
20337543,Electrical,PWD,Town Planning Dept,2023-04-13,True,26
20337472,Electrical,Electrical Dept,Municipal Corp,2023-05-13,True,56
20337451,Road Maintenance(Engg),PWD,Municipal Corp,2023-03-30,False,12
20337451,Road Maintenance(Engg),Municipal Corp,Municipal Corp,2023-04-11,True,24
20337326,Electrical,Electrical Dept,PWD,2023-03-24,False,7
20337326,Electrical,PWD,Municipal Corp,2023-03-31,True,14
20337169,Road Maintenance(Engg),PWD,Town Planning Dept,2023-04-24,True,38
20337004,Forest,Forest Dept,Municipal Corp,2023-03-27,False,11
20337004,Forest,Municipal Corp,PWD,2023-04-07,True,22
20336995,Electrical,Electrical Dept,PWD,2023-05-04,True,49
20336828,Road Maintenance(Engg),PWD,Town Planning Dept,2023-03-28,False,12
20336828,Road Maintenance(Engg),Town Planning Dept,Municipal Corp,2023-04-09,True,24
20336813,Electrical,Electrical Dept,Municipal Corp,2023-04-06,False,21
20336813,Electrical,Municipal Corp,Municipal Corp,2023-04-27,True,42
20336765,Road Maintenance(Engg),PWD,Municipal Corp,2023-03-24,False,8
20336765,Road Maintenance(Engg),Municipal Corp,SWD Dept,2023-04-01,True,16
20336748,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-03-31,False,15
20336748,Solid Waste (Garbage) Related,Health Dept,Health Dept,2023-04-15,True,30
20336733,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-04-14,False,29
20336733,Solid Waste (Garbage) Related,Municipal Corp,Health Dept,2023-05-13,True,58
20336697,Electrical,Electrical Dept,PWD,2023-03-20,False,5
20336697,Electrical,PWD,Town Planning Dept,2023-03-25,True,10
20336630,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-04-22,True,38
20336623,Forest,Forest Dept,PWD,2023-03-26,False,11
20336623,Forest,PWD,PWD,2023-04-06,True,22
20336616,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-03-30,False,15
20336616,Solid Waste (Garbage) Related,Health Dept,Health Dept,2023-04-14,True,30
20336574,Electrical,Electrical Dept,PWD,2023-03-28,True,13
20336559,Road Maintenance(Engg),PWD,Municipal Corp,2023-04-29,True,45
20336520,Electrical,Electrical Dept,Town Planning Dept,2023-03-26,False,11
20336520,Electrical,Town Planning Dept,Town Planning Dept,2023-04-06,True,22
20336440,Electrical,Electrical Dept,PWD,2023-03-23,False,8
20336440,Electrical,PWD,Municipal Corp,2023-03-31,True,16
20336399,Electrical,Electrical Dept,Town Planning Dept,2023-03-22,True,8
20336333,Electrical,Electrical Dept,Municipal Corp,2023-03-30,True,16
20336332,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-03-25,False,11
20336332,Solid Waste (Garbage) Related,Health Dept,PWD,2023-04-05,True,22
20336256,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-04-08,False,25
20336256,Solid Waste (Garbage) Related,Health Dept,Health Dept,2023-05-03,True,50
20336238,Road Maintenance(Engg),PWD,Town Planning Dept,2023-03-28,True,14
20336126,Road Maintenance(Engg),PWD,Municipal Corp,2023-03-23,False,9
20336126,Road Maintenance(Engg),Municipal Corp,Municipal Corp,2023-04-01,True,18
20336081,Electrical,Electrical Dept,PWD,2023-04-09,False,27
20336081,Electrical,PWD,PWD,2023-05-06,True,54
20336058,Electrical,Electrical Dept,Municipal Corp,2023-04-06,False,24
20336058,Electrical,Municipal Corp,PWD,2023-04-30,True,48
20336056,Electrical,Electrical Dept,Municipal Corp,2023-05-10,True,58
20336054,Electrical,Electrical Dept,PWD,2023-04-04,True,22
20336052,Electrical,Electrical Dept,PWD,2023-04-21,True,39
20335990,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-03-30,True,17
20335915,Road Maintenance(Engg),PWD,Town Planning Dept,2023-04-11,False,29
20335915,Road Maintenance(Engg),Town Planning Dept,Town Planning Dept,2023-05-10,True,58
20335783,Road Maintenance(Engg),PWD,Municipal Corp,2023-04-11,True,29
20335736,Electrical,Electrical Dept,Municipal Corp,2023-04-07,False,26
20335736,Electrical,Municipal Corp,Municipal Corp,2023-05-03,False,52
20335607,Road Maintenance(Engg),PWD,Town Planning Dept,2023-04-07,False,26
20335607,Road Maintenance(Engg),Town Planning Dept,SWD Dept,2023-05-03,True,52
20335552,Electrical,Electrical Dept,PWD,2023-04-15,True,35
20335502,Road Maintenance(Engg),PWD,Town Planning Dept,2023-03-23,False,12
20335502,Road Maintenance(Engg),Town Planning Dept,SWD Dept,2023-04-04,True,24
20335458,Electrical,Electrical Dept,Town Planning Dept,2023-05-02,True,52
20335422,Electrical,Electrical Dept,PWD,2023-04-01,True,21
20335390,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-03-19,False,8
20335390,Solid Waste (Garbage) Related,Municipal Corp,Health Dept,2023-03-27,True,16
20335380,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-03-23,True,12
20335340,Road Maintenance(Engg),PWD,Town Planning Dept,2023-03-22,False,12
20335340,Road Maintenance(Engg),Town Planning Dept,Town Planning Dept,2023-04-03,True,24
20335331,Road Maintenance(Engg),PWD,Town Planning Dept,2023-03-31,False,21
20335331,Road Maintenance(Engg),Town Planning Dept,Municipal Corp,2023-04-21,True,42
20335317,Electrical,Electrical Dept,Municipal Corp,2023-03-15,True,5
20335275,Electrical,Electrical Dept,Town Planning Dept,2023-04-03,False,24
20335275,Electrical,Town Planning Dept,Municipal Corp,2023-04-27,True,48
20334931,Road Maintenance(Engg),PWD,Town Planning Dept,2023-04-05,False,27
20334931,Road Maintenance(Engg),Town Planning Dept,Town Planning Dept,2023-05-02,True,54
20334831,veterinary,Veterinary Dept,Health Dept,2023-04-14,True,36
20334672,Electrical,Electrical Dept,Town Planning Dept,2023-04-03,False,26
20334672,Electrical,Town Planning Dept,Municipal Corp,2023-04-29,True,52
20334659,Electrical,Electrical Dept,Town Planning Dept,2023-04-04,True,27
20334555,Forest,Forest Dept,PWD,2023-04-26,False,49
20334549,Electrical,Electrical Dept,PWD,2023-03-21,True,13
20334536,Electrical,Electrical Dept,Town Planning Dept,2023-04-02,True,25
20334534,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-04-05,False,28
20334534,Solid Waste (Garbage) Related,Municipal Corp,PWD,2023-05-03,True,56
20334481,Electrical,Electrical Dept,Town Planning Dept,2023-03-13,True,6
20334432,Electrical,Electrical Dept,Town Planning Dept,2023-03-20,False,13
20334432,Electrical,Town Planning Dept,Municipal Corp,2023-04-02,True,26
20334382,Road Maintenance(Engg),PWD,Municipal Corp,2023-03-10,False,3
20334382,Road Maintenance(Engg),Municipal Corp,SWD Dept,2023-03-13,True,6
20334314,Forest,Forest Dept,Municipal Corp,2023-03-27,False,20
20334314,Forest,Municipal Corp,PWD,2023-04-16,True,40
20334300,Electrical,Electrical Dept,Town Planning Dept,2023-03-15,False,8
20334300,Electrical,Town Planning Dept,Municipal Corp,2023-03-23,True,16
20334249,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-03-19,False,12
20334249,Solid Waste (Garbage) Related,PWD,Municipal Corp,2023-03-31,True,24
20334113,Electrical,Electrical Dept,Town Planning Dept,2023-04-05,False,30
20334113,Electrical,Town Planning Dept,Town Planning Dept,2023-05-05,True,60
20334094,Electrical,Electrical Dept,Town Planning Dept,2023-03-15,True,9
20334064,Road Maintenance(Engg),PWD,Municipal Corp,2023-04-08,True,33
20333999,Road Maintenance(Engg),PWD,Municipal Corp,2023-03-25,False,19
20333999,Road Maintenance(Engg),Municipal Corp,Municipal Corp,2023-04-13,True,38
20333932,Road Maintenance(Engg),PWD,SWD Dept,2023-04-29,True,54
20333837,Electrical,Electrical Dept,Municipal Corp,2023-03-30,False,25
20333837,Electrical,Municipal Corp,Municipal Corp,2023-04-24,True,50
20333825,veterinary,Veterinary Dept,Health Dept,2023-04-01,False,27
20333825,veterinary,Health Dept,Municipal Corp,2023-04-28,True,54
20333816,Electrical,Electrical Dept,Town Planning Dept,2023-04-21,True,47
20333810,Electrical,Electrical Dept,Town Planning Dept,2023-03-13,False,8
20333810,Electrical,Town Planning Dept,Town Planning Dept,2023-03-21,True,16
20333733,Forest,Forest Dept,PWD,2023-04-01,False,27
20333733,Forest,PWD,Parks Dept,2023-04-28,True,54
20333603,Electrical,Electrical Dept,PWD,2023-03-16,False,12
20333603,Electrical,PWD,Town Planning Dept,2023-03-28,True,24
20333531,Electrical,Electrical Dept,Municipal Corp,2023-03-10,False,6
20333531,Electrical,Municipal Corp,Town Planning Dept,2023-03-16,True,12
20333464,Forest,Forest Dept,Parks Dept,2023-03-11,True,7
20333393,Road Maintenance(Engg),PWD,Town Planning Dept,2023-05-03,True,60
20333048,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-03-14,True,11
20333025,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-03-13,True,11
20332998,Electrical,Electrical Dept,PWD,2023-03-25,False,23
20332998,Electrical,PWD,Town Planning Dept,2023-04-17,True,46
20332983,Electrical,Electrical Dept,PWD,2023-03-06,False,4
20332983,Electrical,PWD,Municipal Corp,2023-03-10,True,8
20332922,Forest,Forest Dept,Parks Dept,2023-03-07,True,5
20332752,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-03-31,False,29
20332752,Solid Waste (Garbage) Related,Health Dept,Municipal Corp,2023-04-29,True,58
20332741,veterinary,Veterinary Dept,Municipal Corp,2023-03-30,True,28
20332651,Road Maintenance(Engg),PWD,SWD Dept,2023-03-28,False,27
20332651,Road Maintenance(Engg),SWD Dept,Town Planning Dept,2023-04-24,True,54
20332542,Road Maintenance(Engg),PWD,Town Planning Dept,2023-03-20,False,19
20332542,Road Maintenance(Engg),Town Planning Dept,SWD Dept,2023-04-08,True,38
20332507,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-04-28,True,58
20332400,Electrical,Electrical Dept,Town Planning Dept,2023-03-18,True,18
20332379,Electrical,Electrical Dept,Town Planning Dept,2023-03-11,True,11
20332349,Road Maintenance(Engg),PWD,Municipal Corp,2023-04-08,True,39
20332313,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-03-17,True,17
20332270,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-04-10,True,41
20332220,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-04-09,True,40
20332173,Road Maintenance(Engg),PWD,Town Planning Dept,2023-03-26,False,26
20332173,Road Maintenance(Engg),Town Planning Dept,SWD Dept,2023-04-21,True,52
20332132,Electrical,Electrical Dept,PWD,2023-03-23,False,24
20332132,Electrical,PWD,Town Planning Dept,2023-04-16,True,48
20332127,veterinary,Veterinary Dept,Health Dept,2023-03-04,False,5
20332127,veterinary,Health Dept,Health Dept,2023-03-09,True,10
20332008,Electrical,Electrical Dept,PWD,2023-03-17,False,18
20332008,Electrical,PWD,Town Planning Dept,2023-04-04,True,36
20331997,Road Maintenance(Engg),PWD,SWD Dept,2023-04-07,True,39
20331957,Health Dept,Health Dept,Municipal Corp,2023-03-12,False,13
20331957,Health Dept,Municipal Corp,Municipal Corp,2023-03-25,True,26
20331944,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-03-14,False,15
20331944,Solid Waste (Garbage) Related,PWD,Municipal Corp,2023-03-29,True,30
20331908,Electrical,Electrical Dept,Municipal Corp,2023-03-20,False,21
20331908,Electrical,Municipal Corp,Town Planning Dept,2023-04-10,True,42
20331881,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-03-28,True,29
20331738,Electrical,Electrical Dept,PWD,2023-03-12,False,14
20331738,Electrical,PWD,PWD,2023-03-26,True,28
20331733,Electrical,Electrical Dept,Town Planning Dept,2023-02-28,False,2
20331733,Electrical,Town Planning Dept,Municipal Corp,2023-03-02,True,4
20331615,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-03-19,False,21
20331615,Solid Waste (Garbage) Related,Health Dept,PWD,2023-04-09,True,42
20331568,veterinary,Veterinary Dept,Health Dept,2023-03-22,True,24
20331558,veterinary,Veterinary Dept,Health Dept,2023-03-07,False,9
20331558,veterinary,Health Dept,Municipal Corp,2023-03-16,True,18
20331557,Road Maintenance(Engg),PWD,SWD Dept,2023-04-21,True,54
20331483,Electrical,Electrical Dept,Town Planning Dept,2023-03-17,False,20
20331483,Electrical,Town Planning Dept,Town Planning Dept,2023-04-06,True,40
20331446,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-03-08,True,11
20331401,veterinary,Veterinary Dept,Health Dept,2023-03-10,False,13
20331401,veterinary,Health Dept,Health Dept,2023-03-23,True,26
20331213,Electrical,Electrical Dept,Town Planning Dept,2023-03-10,False,14
20331213,Electrical,Town Planning Dept,Municipal Corp,2023-03-24,True,28
20331207,Electrical,Electrical Dept,PWD,2023-03-17,True,21
20331107,Electrical,Electrical Dept,PWD,2023-04-06,True,41
20331103,Electrical,Electrical Dept,Municipal Corp,2023-04-16,True,51
20331084,Electrical,Electrical Dept,PWD,2023-03-23,False,27
20331084,Electrical,PWD,Municipal Corp,2023-04-19,True,54
20331031,Health Dept,Health Dept,Sanitation Dept,2023-03-24,False,28
20331031,Health Dept,Sanitation Dept,Municipal Corp,2023-04-21,True,56
